tract_geoid,place_type,place_name,place_dist,place_dir
24025301301,neighbourhood,Oaklyn Manor,,
24025301301,neighbourhood,Annes Delight,,
24025301301,neighbourhood,Johnson Manor,,
24025301301,locality,Van Bibber,,
24025301301,locality,Goosepond Estates,,
24025301301,locality,Gunpowder,,
24025303603,neighbourhood,Heritage Woods,,
24025303603,neighbourhood,Amyclae Estates,,
24025303603,neighbourhood,Southampton,,
24025303603,neighbourhood,Longmeadow,,
24025303603,neighbourhood,Fountain Green,,
24025303603,neighbourhood,Hampton Ridge,,
24025303603,neighbourhood,Leeswood,,
24025303603,neighbourhood,Kelly Glen,,
24025306400,neighbourhood,Havre de Grace Heights,,
24025306400,neighbourhood,Shawnee Brook South,,
24025306400,neighbourhood,Meadowvale,,
24025306400,neighbourhood,Bayview Estates,,
24025306400,neighbourhood,Susquehanna River Hills,,
24025306400,neighbourhood,Meadowvale Manor,,
24025306400,neighbourhood,Grace Harbour,,
24003740106,hamlet,Montevideo,,
24003740106,village,Jessup,,
24003740106,locality,Dorsey,,
24003740106,hamlet,Springwood,,
24003740106,hamlet,Georgetown,,
24003740106,hamlet,Hanover Hills,,
24003740106,hamlet,Champion Forest,,
24003740106,hamlet,Lennox Park,,
24003740107,neighbourhood,Dorsey Ridge,0.6113424136153299,W
24003706403,neighbourhood,Painters Hill,,
24003706403,neighbourhood,Knightsbridge,,
24003706403,neighbourhood,Primrose Acres,,
24003706403,neighbourhood,Spindrift,,
24003706403,neighbourhood,Truxton Heights,,
24003706403,neighbourhood,Gentry,,
24003740703,neighbourhood,Odenton Park,,
24003740703,neighbourhood,The Courts of Four Seasons,,
24003740502,locality,Fort George G Meade Junction,,
24003730513,locality,Village Square,,
24003730513,neighbourhood,Rol Park Village,,
24003702703,hamlet,The Village,,
24003702703,hamlet,Mariners Cove,,
24003702703,hamlet,Lincoln Heights,,
24003702703,hamlet,Luce Creek,,
24003702703,hamlet,Lindamoor on the Severn,,
24003702703,hamlet,Riverview Manor,,
24003702703,hamlet,Weems Creek,,
24003702703,hamlet,Dreams Landing,,
24003740108,hamlet,Ridgewood Estates,,
24003740108,hamlet,Ridgefield,,
24003740108,hamlet,Silva-De-Amor,,
24003740108,hamlet,Holiday Mobile Home Estates,,
24003740108,locality,Arundel Preserve,,
24003740108,neighbourhood,The Pointe at Arundel Preserve,,
24003740108,neighbourhood,The Enclave at Arundel Preserve,,
24003740108,hamlet,The Enclave at Arundel Preserve,,
24003730509,hamlet,Watson Place,,
24003730509,hamlet,Zeman,,
24003730509,hamlet,Harpers Mill,,
24003730509,hamlet,Brightview Woods,,
24003730509,hamlet,Yorktown,,
24003730509,hamlet,Millrace,,
24003731207,neighbourhood,Stewarts Landing,,
24003731207,hamlet,Berrywood West,,
24003731207,hamlet,Magothy Forest,,
24003731207,hamlet,Lower Magothy Beach,,
24003731207,hamlet,Berrywood,,
24003702704,hamlet,Bestgate,,
24003702704,neighbourhood,Loretta Heights,,
24003702704,suburb,Parole,,
24003702704,neighbourhood,Threemile Oak Corner,,
24003702704,hamlet,Bestgate Terrace,,
24025303900,neighbourhood,Upper Crest Estates,,
24025303900,neighbourhood,Country Village,,
24025303900,neighbourhood,South Bel Air,,
24025303900,neighbourhood,Homestead Village,,
24025301202,neighbourhood,Plumtree Estates,,
24025301202,neighbourhood,Country Walk,,
24025301202,neighbourhood,Singer Woods,,
24025301202,neighbourhood,Laurel Woods,,
24025301202,neighbourhood,Valley View,,
24025301202,neighbourhood,Country Walk Townhomes,,
24025303206,neighbourhood,Cedarwood,,
24025303206,neighbourhood,Drexel,,
24025303206,neighbourhood,Timberlea,,
24025303206,neighbourhood,Marywood,,
24025303206,neighbourhood,Parliament Ridge,,
24025303206,neighbourhood,Harford Estates,,
24025303206,neighbourhood,Blake's Legacy,,
24025303206,neighbourhood,Blake's Legacy II,,
24025303206,neighbourhood,Blake's West,,
24003740205,hamlet,Glen Burnie Park,,
24003740205,locality,East Park Village,,
24003730606,hamlet,Severndale,,
24003730606,hamlet,Kensington,,
24003730606,hamlet,Chartwell,,
24003730606,hamlet,Edinboro Estates,,
24003730606,hamlet,Foxhollow,,
24003730606,hamlet,Lake Forest,,
24003730606,hamlet,Lakeland,,
24003730606,hamlet,Chartridge,,
24003730606,hamlet,Chatham Hills,,
24003730606,hamlet,Duffield,,
24003706303,hamlet,Victor Haven,,
24003706303,hamlet,Mariners Point,,
24003706303,hamlet,Georgetown East,,
24003730205,hamlet,Martindale,,
24003731313,hamlet,Mountain Estates,,
24003731313,neighbourhood,Aspen Park,,
24003731313,town,Pasadena,,
24003701301,hamlet,Kings Retreat,,
24003701301,hamlet,Birdsville,,
24003701301,hamlet,Riverwood,,
24003701301,hamlet,Avila,,
24003701301,hamlet,Meadowoods of Davidsonville,,
24003701301,hamlet,Patuxent Manor,,
24003701301,hamlet,Hardesty Estates,,
24003701301,hamlet,Parvilla,,
24003701301,hamlet,Royale Glen,,
24003701301,hamlet,Velmeade,,
24003701301,hamlet,Dixon Estates,,
24003701301,hamlet,Eickelberry Woods,,
24003701301,hamlet,Davidsonville,,
24003701301,hamlet,Ashley,,
24003730508,hamlet,Shetland Square,,
24003730701,hamlet,Round Bay,,
24003730701,hamlet,Round Bay View,,
24003730701,town,Severna Park,,
24003730701,hamlet,Old County Estates,,
24003730701,neighbourhood,Maceys Corner,,
24003730701,hamlet,Severna Gardens,,
24003730512,locality,South Gate,,
24003730403,hamlet,Oakwood Manor,,
24003730403,hamlet,Aquahart Manor,,
24003730403,hamlet,Dundee,,
24003730403,hamlet,Lehigh,,
24003730206,hamlet,Marwood,,
24003730206,neighbourhood,Marley Heights,,
24003730206,neighbourhood,Marley,,
24003730206,neighbourhood,Marley Park Beach,,
24003730206,neighbourhood,Phyllis Estates,,
24003730206,neighbourhood,Tydings,,
24003706404,neighbourhood,Timber Creek,,
24003706404,neighbourhood,Tyler Heights,,
24003701103,neighbourhood,Oakbluff,,
24003701103,hamlet,Londontown Terrace,,
24003701103,town,Edgewater,,
24003701103,hamlet,Woodland Beach,,
24003701103,hamlet,Londontowne,,
24003740704,neighbourhood,Conaways,1.4235498719866928,W
24003730404,hamlet,Oak Ridge Manor,,
24003730404,hamlet,Arbordale,,
24003730404,hamlet,Oakwood Park,,
24003730404,hamlet,Harundale,,
24003730404,hamlet,Twin Ridge,,
24003706103,city,Annapolis,,
24003706102,city,Annapolis,0.16204915626882696,SW
24003730511,locality,Woods Edge,,
24003701202,hamlet,Old Cedar Point,,
24003701202,hamlet,Cape Loch Haven,,
24003701202,hamlet,Jacksons Corner,,
24003701202,hamlet,Holly Hill Harbor,,
24003701202,hamlet,Coxby Estates,,
24003701202,village,Selby-on-the-Bay,,
24003701202,hamlet,Loch Haven Beach,,
24003701202,hamlet,Ponder Cove,,
24003701202,hamlet,River Club Estates,,
24003701202,hamlet,Larkington,,
24003701202,hamlet,Selby Beach,,
24003701202,hamlet,Turnbull Estates,,
24003701202,hamlet,Glebe Heights,,
24003730507,hamlet,Glen Hollow,,
24003730507,hamlet,Augusta Acres,,
24003730507,hamlet,Southgate,,
24003730507,hamlet,The Highlands,,
24003701104,neighbourhood,Pine Whiff Beach,,
24003730101,hamlet,Old Glory Beach,,
24003730101,hamlet,Silver Sands,,
24003730101,hamlet,Altoona Beach,,
24003730101,hamlet,Lombardee Beach,,
24003730101,hamlet,View Point,,
24003730101,hamlet,Stonehaven,,
24003730101,hamlet,Brightwater Beach,,
24003730101,hamlet,Klasmeier Point,,
24003731209,hamlet,Selby Grove,,
24003731209,hamlet,Woodholme,,
24003731209,hamlet,Lipins Corner,,
24003731209,hamlet,Marley Run,,
24003731209,hamlet,Long Hill,,
24003731312,hamlet,Country Place,,
24003731312,hamlet,Dunbrook,,
24003731312,hamlet,Mansion House Manor,,
24003731312,neighbourhood,Turf Valley,,
24003731312,hamlet,Green Haven,,
24003731210,hamlet,Willowbrook,,
24003731210,hamlet,Brookfield on the Magothy,,
24003731210,hamlet,Armiger,,
24003731210,hamlet,Brookfield,,
24003731210,hamlet,Clearview Village,,
24003731210,hamlet,Barrington Manor,,
24003731210,hamlet,Seaborne Estates,,
24003731210,hamlet,Jacobsville,,
24003731210,hamlet,Deerfield,,
24003740501,suburb,Russett,,
24003730102,neighbourhood,Greenlawn Shores,,
24003730102,neighbourhood,Solley,,
24003730102,hamlet,Greenland Beach,,
24003730102,hamlet,Orchard Beach,,
24003730102,neighbourhood,Bohemia Beach,,
24003730102,hamlet,Clear Water Beach,,
24003730102,neighbourhood,Solley Park,,
24003730102,neighbourhood,Greenlawn Beach,,
24003730102,hamlet,Chestnut Hill Cove,,
24003730102,hamlet,Stony Beach,,
24003730102,hamlet,Brandon Shores,,
24003730102,neighbourhood,Foremans Corner,,
24003730102,hamlet,Carvel Beach,,
24003730102,neighbourhood,Creekside Village,,
24003731206,hamlet,Eagle Hill,,
24003731206,hamlet,Sillery Bay Forest,,
24003731206,hamlet,Lynwood Village,,
24003731206,village,Lake Shore,,
24003731206,hamlet,Boulevard Park,,
24003731206,hamlet,Saint Johns Woods,,
24003731206,hamlet,Lakewood,,
24003731206,hamlet,Cape Sable,,
24003731206,hamlet,Sylvan View,,
24003731206,hamlet,North Shore,,
24003731206,hamlet,Norwich Acres,,
24003731107,hamlet,Ulmstead Estates,,
24003731107,hamlet,Stonington,,
24003731107,hamlet,Foxmoor,,
24003731107,hamlet,Ulmstead Estates,,
24003731107,hamlet,Ulmstead Point,,
24003731107,hamlet,Weatherly,,
24003731107,hamlet,Bayberry,,
24003731107,hamlet,Shore Acres,,
24003701201,hamlet,Cloverlea,,
24003701201,village,Mayo,,
24003701201,hamlet,West Shoreham,,
24003701201,hamlet,Beverly Beach,,
24003701201,hamlet,Shoreham Beach,,
24003701201,hamlet,Saunders Point,,
24003701201,hamlet,Harbor View,,
24003701201,hamlet,Gatts Corner,,
24003701201,hamlet,Germantown,,
24003701201,hamlet,Carrs Ridge,,
24003701201,locality,Turkey Point,,
24003740204,hamlet,Myers Estates,,
24003740204,locality,Parkwood,,
24003740204,hamlet,Spaulding Knolls,,
24003740204,hamlet,Parke West,,
24003740204,hamlet,Woodside Square,,
24003730514,locality,Rippling Estates,,
24003730510,hamlet,Old Mill,,
24003750204,neighbourhood,Harbor Valley Estates,,
24003750204,neighbourhood,Guilford Manor,,
24003750204,neighbourhood,Arundel Gardens,,
24003750204,neighbourhood,Roland Terrace,,
24003750204,town,Brooklyn Park,,
24003701302,hamlet,King Manor,,
24003701302,hamlet,Merrywood,,
24003701302,hamlet,Lothian Woods,,
24003701302,hamlet,Cheston,,
24003701302,hamlet,Davidsonville Woods,,
24003701302,hamlet,Hunt Valley Estates,,
24003701302,hamlet,Mount Zion,,
24003701302,hamlet,Merrywood Manor,,
24003701302,hamlet,The Sands,,
24003701302,hamlet,Trails End Trailer Park,,
24003701302,hamlet,Davidsonville Gardens,,
24003701302,hamlet,Hawthorne Woods,,
24003701302,hamlet,Hunt Chapel,,
24003701302,hamlet,Chinquapin Crest,,
24003701302,hamlet,Friends Choice,,
24003701302,hamlet,Foxhall Estates,,
24003701302,hamlet,Lothian Estates,,
24003701302,hamlet,Maryland Manor Trailer Park,,
24003701302,hamlet,Harwood,,
24003701302,hamlet,Dodon,,
24003701302,hamlet,Rustic Knolls,,
24003701302,hamlet,Baynard,,
24003706304,neighbourhood,Bembe Beach,,
24003706304,hamlet,Lands End,,
24003706304,neighbourhood,Elktonia,,
24003706304,hamlet,Wilshire,,
24003706304,neighbourhood,Spinnaker Run,,
24003731205,hamlet,Beachwood Forest,,
24003731205,hamlet,Chelsea Pines,,
24003731205,hamlet,Beachwood Grove,,
24003731205,hamlet,Pine Crest,,
24003731205,hamlet,Laurel Acres,,
24003731205,hamlet,Ross Cove,,
24003731205,hamlet,Indian Village,,
24003731205,hamlet,Chelsea Beach,,
24003731205,hamlet,Tebbston,,
24003731205,hamlet,Whippoorwill Estates,,
24003731208,neighbourhood,Pasadena Manor,,
24003731208,hamlet,Riverdale,,
24003731208,hamlet,Royal Beach,,
24003731208,hamlet,Oak Hollow,,
24003731208,hamlet,Magothy Forge,,
24003731208,hamlet,Sun Set Knoll,,
24003731208,neighbourhood,The Dales,,
24003731208,hamlet,Riverdale Forest,,
24003731208,hamlet,Lourds Manor,,
24003730702,hamlet,Millhausens,,
24003730702,hamlet,West Severna Park,,
24003730702,neighbourhood,Old Severna Park,,
24003730702,hamlet,Evergreen Estates,,
24003730702,hamlet,Whitneys Landing,,
24003730702,hamlet,Bluff Point,,
24003730702,hamlet,Point Somerset,,
24003730702,hamlet,Holly Point,,
24003730702,hamlet,Rivendell,,
24003730702,hamlet,Hollywood,,
24003730702,hamlet,Fair Winds,,
24003730702,hamlet,Colchester on the Severn,,
24003730702,hamlet,Bendale,,
24003730702,hamlet,Carrollton Manor,,
24003730605,hamlet,Oaks of Severna Park,,
24003730605,hamlet,Jennings,,
24003730605,hamlet,Captains Cove,,
24003730605,hamlet,Severna Forest,,
24003730605,hamlet,Oakhill,,
24003730605,hamlet,Frost,,
24003730605,hamlet,Cool Pond,,
24003730605,hamlet,Pack Town,,
24003730605,hamlet,Robinson,,
24003731106,neighbourhood,Oakmont,,
24003731106,neighbourhood,Northport,,
24003731106,neighbourhood,Point-O-Woods,,
24003731106,neighbourhood,Dorado Hills,,
24003731106,neighbourhood,Dorado Village,,
24003731106,neighbourhood,Tanglewood,,
24003731106,hamlet,Bellerive Village,,
24003731106,hamlet,Hollyberry Woods,,
24003731106,hamlet,Oakland Hill,,
24025306100,locality,Osborne,,
24025306100,town,Havre de Grace,,
24025306100,locality,Canvasback Cove,,
24025306100,locality,The Log Pond,,
24025306100,neighbourhood,Somerset Manor,,
24005421200,neighbourhood,Watersedge,,
24005440600,neighbourhood,Silver Hill Farm,0.9179699075152123,SE
24005451200,neighbourhood,Goldentree,,
24005451200,town,Rossville,,
24005451200,neighbourhood,Aero Acres,,
24005451200,neighbourhood,Golden Ring Station,,
24005451802,neighbourhood,Miami Beach,,
24005451802,neighbourhood,Long Beach Estates,,
24005451802,neighbourhood,Bowleys Quarters,,
24005451802,neighbourhood,Shady Oaks,,
24005451802,neighbourhood,Williams Estates,,
24005451802,neighbourhood,The Cove,,
24005451802,village,Bowleys Quarters,,
24005452400,neighbourhood,Bear Creek Junction,,
24005452400,neighbourhood,Lynnhurst,,
24005452400,neighbourhood,North Point,,
24005452400,neighbourhood,Beachwood,,
24005452400,neighbourhood,Beachwood Estates,,
24037876102,hamlet,Bates Acres,,
24037876102,hamlet,Chingville,,
24037876102,hamlet,Valley Lee,,
24037876102,hamlet,Greens Rest Manor,,
24037876102,hamlet,Willow Brook Estates,,
24037876102,hamlet,West Saint Marys,,
24037876102,hamlet,Stoney Run,,
24037876102,hamlet,Saint Marys River Estates,,
24037876003,neighbourhood,Maple Run,,
24037875904,neighbourhood,Flowers of the Forest,,
24037875904,neighbourhood,Suburban Mobile Estates,,
24037875904,neighbourhood,Laurel Run,,
24037875904,hamlet,Great Mills,,
24037875904,neighbourhood,Park Hall Estates,,
24037876101,hamlet,Carthagena Creek,,
24037876101,village,Callaway,,
24037876101,hamlet,Portobello,,
24037876101,hamlet,Drayden,,
24037876101,hamlet,McKay Beach,,
24037876101,hamlet,Herring Creek,,
24037876101,hamlet,Cedar Landing,,
24037876101,hamlet,Herring Creek Estates,,
24037876101,hamlet,Potomac Shores,,
24037876101,hamlet,Lane Beach,,
24037876101,hamlet,Calloway Landing,,
24037876101,hamlet,Dukes Retreat,,
24037876101,neighbourhood,Piney Point Shores,,
24037876101,hamlet,Saint George Island,,
24037876101,hamlet,Andover Estates,,
24037876101,hamlet,Lanedon,,
24037876101,village,Tall Timbers,,
24037876101,neighbourhood,Saint George Park,,
24037876101,village,Piney Point,,
24037876101,hamlet,Tolson,,
24037876101,neighbourhood,Saint George Beach,,
24037876101,hamlet,Belvedere Woodland,,
24037875501,neighbourhood,Green Acres,,
24037875501,hamlet,Tintop Hill,,
24037875501,neighbourhood,Laceys Venture,,
24037875501,hamlet,Redgate,,
24037875501,neighbourhood,Ponderosa Estates,,
24037875501,village,Wildewood,,
24037875502,hamlet,Burnt Mill,,
24037875502,hamlet,Holly Oaks,,
24037875502,hamlet,Loveville,,
24037875502,hamlet,Leonard's Grant,,
24037875602,neighbourhood,Holly Gaf Acres,,
24037875602,hamlet,Land-O-Lakes,,
24037875602,hamlet,Hillville,,
24037875602,hamlet,Gillens Grove,,
24037876004,town,California,,
24037876004,neighbourhood,Greenview Knolls,,
24037875803,hamlet,North Town Creek Manor,,
24037875803,hamlet,Town Creek,,
24037875803,neighbourhood,Holly Haven,,
24037875803,neighbourhood,Mill Cove Manor,,
24037875803,neighbourhood,Town Creek Manor,,
24037875803,neighbourhood,Myrtle Point,,
24037875803,town,Lexington Park,,
24037875803,hamlet,Spencers Wharf,,
24037875601,hamlet,Loveville Acres,,
24037875601,hamlet,King-Kennedy Estates,,
24037875601,hamlet,Summerseat,,
24037875601,hamlet,Morganza,,
24005490603,neighbourhood,Armagh,,
24025301102,hamlet,Happy Knoll,,
24025301102,neighbourhood,Michaels Corner,,
24025301102,neighbourhood,Fountain Green Manufactured Home Community,,
24025301102,neighbourhood,Bynum Hills,,
24025301102,neighbourhood,Bynum Overlook,,
24025301102,neighbourhood,Northridge,,
24025301102,neighbourhood,Fairway,,
24025301102,neighbourhood,Harold Heights,,
24025301102,neighbourhood,Stoney Forest Estates,,
24025301102,neighbourhood,Todd Lakes,,
24025301102,hamlet,Creswell,,
24025301102,neighbourhood,Glenangus,,
24025301102,hamlet,Harford Furnace,,
24025301102,neighbourhood,Pembrook,,
24025301102,hamlet,Henley Park,,
24025301102,neighbourhood,Todd Lakes,,
24025301102,neighbourhood,The Valley at James Run,,
24025303300,neighbourhood,Springdale,,
24025303300,neighbourhood,Tall Oak Manor,,
24025303300,neighbourhood,Gunpowder Farms,,
24025303300,hamlet,Woodfield,,
24025303300,hamlet,Benson,,
24025303300,neighbourhood,Fallsmont,,
24025303300,neighbourhood,Wildwood,,
24025303300,neighbourhood,Belle Meade,,
24025303300,neighbourhood,Parkshire,,
24025303300,neighbourhood,Woodlyn Meadows,,
24025303300,neighbourhood,Hidden Valley,,
24025303300,village,Fallston,,
24025303300,neighbourhood,Wimbledon,,
24025303300,neighbourhood,Strathmore,,
24025303300,neighbourhood,Cloverdale,,
24025303300,neighbourhood,Rochelle Meadows,,
24025303300,neighbourhood,Falls Crest,,
24025303300,neighbourhood,Laurelvale,,
24025303300,neighbourhood,Brook Hill Farms,,
24025303300,neighbourhood,Spring Hill Farms,,
24025303300,neighbourhood,Powder Mill Addition,,
24025303300,neighbourhood,Harford Heights,,
24025303300,hamlet,Harvest Hills,,
24025303300,neighbourhood,Winters Run,,
24025303300,neighbourhood,Rockdale Manor,,
24025303300,neighbourhood,Amoss,,
24025303300,neighbourhood,White House Park,,
24025303300,hamlet,Willows,,
24025303300,hamlet,Oakmont,,
24025303300,neighbourhood,Brandywine Farms,,
24025302100,hamlet,Lapidum,,
24025302100,hamlet,Rock Run,,
24025302100,hamlet,Springhill,,
24025302100,hamlet,Silver Acres,,
24025302100,hamlet,Emerson Heights,,
24025302100,neighbourhood,Foxridge,,
24025302100,hamlet,Lapidum Heights,,
24025302100,hamlet,Garland,,
24025302100,hamlet,Glenora,,
24025302100,hamlet,Level,,
24025302100,hamlet,Kirkwood Manor,,
24025302100,hamlet,Glenville,,
24025302100,neighbourhood,Hopewell Village,,
24025302100,hamlet,Quaker Hills,,
24025302100,neighbourhood,Locust Hill Estates,,
24025302100,hamlet,Moxley,,
24025302100,neighbourhood,Heritage Estates,,
24025302100,neighbourhood,Foxridge West,,
24025302100,neighbourhood,Deer Creek Estates,,
24025301201,neighbourhood,Kenwood Farm Estates,,
24025301201,neighbourhood,Green Springs Hills,,
24025301201,neighbourhood,Woodlea,,
24025301201,neighbourhood,Joppa Acres,,
24025301201,neighbourhood,Mountain View Estates,,
24025301201,neighbourhood,Mountain,,
24025301201,neighbourhood,Singer,,
24025301201,neighbourhood,Happy Acres,,
24025301201,neighbourhood,Green Acres,,
24025301201,neighbourhood,Cochran Hills,,
24025301201,hamlet,Clayton,,
24025301201,neighbourhood,Clayton Manor,,
24025301201,neighbourhood,Lincrest,,
24025301201,neighbourhood,Claggerts Forest,,
24025301201,neighbourhood,Clear Acres,,
24025301201,neighbourhood,Shannon Heath,,
24025301201,hamlet,Jerusalem,,
24025301201,neighbourhood,McGuigan Park,,
24025301401,town,Joppatowne,,
24025302801,neighbourhood,Bar Kess Heights,,
24025302801,neighbourhood,Hillcrest Manor,,
24025302801,neighbourhood,North Hills,,
24025302801,neighbourhood,Green Valley,,
24025302801,hamlet,Maxa Woods,,
24025302801,neighbourhood,Skyview Estates,,
24025302801,neighbourhood,Ramsgate Estates,,
24025302801,neighbourhood,Paradise Heights,,
24025302801,neighbourhood,Windemere Estates,,
24025302801,locality,Burns Corner,,
24025302801,hamlet,Aberdeen Hills,,
24025303700,hamlet,Carsin Vale,,
24025303700,neighbourhood,Woodside,,
24025303700,neighbourhood,Harford Ranchettes,,
24025303700,locality,Shucks Corners,,
24025303700,locality,Carsins Run,,
24025303700,neighbourhood,Corns Manor,,
24025303700,hamlet,Green Ridge,,
24025303700,hamlet,Montreal Acres,,
24025303700,locality,Bodt Corner,,
24025303700,village,Churchville,,
24025303700,neighbourhood,Moxley Acres,,
24025303700,neighbourhood,Oakwood,,
24025303700,hamlet,Carsins,,
24025303700,neighbourhood,Grafton Heights,,
24025303700,locality,Chatham,,
24025303700,neighbourhood,Hemlock Ridge,,
24025303700,hamlet,Calvary,,
24025303700,neighbourhood,Friendship Heights,,
24025303700,neighbourhood,Meadow Springs,,
24025303700,neighbourhood,Lyn’s Forest,,
24025303400,hamlet,Bagley,,
24025303400,neighbourhood,Woodridge Manor,,
24025303400,neighbourhood,Stoneybrook,,
24025303400,hamlet,Joppa Hills,,
24025303400,hamlet,Wilna,,
24025303400,neighbourhood,Exeter Green,,
24025303400,neighbourhood,Stockton Green,,
24025303400,neighbourhood,Kingswood,,
24025303400,neighbourhood,Dunwood,,
24025303400,village,Pleasant Hills,,
24025303400,neighbourhood,Woodcrest,,
24025303400,neighbourhood,Twin Brook Estates,,
24025303400,neighbourhood,Valleybrook,,
24025303400,neighbourhood,West Grove,,
24025303400,hamlet,Lynchs Corner,,
24025303400,neighbourhood,Open Acres Manor,,
24025303400,neighbourhood,Bagleys Venture,,
24025303400,neighbourhood,Indian Princess,,
24025303400,neighbourhood,Brierwood,,
24025303400,neighbourhood,Millwood,,
24025303400,neighbourhood,Stockton,,
24025303400,neighbourhood,Fallston Commons,,
24025303400,locality,Jones Junction,,
24025302400,locality,Ripkins Corner,,
24025302400,neighbourhood,Forest Greens,,
24025302400,neighbourhood,Bush River Mobile Home Park,,
24025302400,village,Perryman,,
24025302400,neighbourhood,Bush River,,
24025302400,neighbourhood,Perrywood,,
24025302400,locality,The Trails at Beech Creek,,
24025302400,locality,Gray's Run Overlook,,
24025306300,neighbourhood,Oakington Manor,,
24025306300,neighbourhood,Orchardview Estates,,
24025306300,neighbourhood,Adams Mobile Home Park,,
24025306300,neighbourhood,Swan Creek,,
24025306300,neighbourhood,Crestview,,
24025306300,neighbourhood,Glenn Heights,,
24025306300,neighbourhood,Oakington,,
24025306300,neighbourhood,Robin Hood Manor,,
24025305200,hamlet,Bald Hill,,
24025305200,hamlet,Sturgill,,
24025305200,hamlet,Castleton,,
24025305200,hamlet,Rock Manor,,
24025305200,hamlet,Gallions Corner,,
24025305200,hamlet,Berkley,,
24025305200,hamlet,Millers Store,,
24025305200,hamlet,Lafayettes Crossing,,
24025305200,hamlet,Day Meadows,,
24025305200,hamlet,Broad Creek Park,,
24025305200,hamlet,Deerfield,,
24025305200,hamlet,Dublin,,
24025305200,hamlet,Scarboro,,
24025305200,hamlet,Dublin Manor,,
24025302802,neighbourhood,Burkley Manor,,
24025302802,neighbourhood,Paradise Manor,,
24025302802,neighbourhood,Krouseland,,
24025302802,neighbourhood,Royal Acres,,
24025302802,neighbourhood,Chesapeake Acres,,
24025302802,neighbourhood,Woodbrook,,
24025302802,neighbourhood,Warwick,,
24025305100,hamlet,Viking Highlands,,
24025305100,hamlet,Bobs Flow,,
24025305100,neighbourhood,Cherrywood Estates,,
24025305100,hamlet,Dunsen Heights,,
24025305100,hamlet,Ady,,
24025305100,hamlet,Mount Vernon Estates,,
24025305100,hamlet,Highland Ridge,,
24025305100,neighbourhood,Kiah Estates,,
24025305100,neighbourhood,Ady Estates,,
24025305100,neighbourhood,Mill Stone Estates,,
24025305100,hamlet,Pylesville Heights,,
24025305100,hamlet,Spring House Estates,,
24025305100,hamlet,Five Forks,,
24025305100,hamlet,Mill Green,,
24025305100,hamlet,Cooper,,
24025305100,hamlet,Bushs Corner,,
24025305100,hamlet,Rockridge Forest,,
24025305100,hamlet,Macton,,
24025305100,hamlet,Cherby-Maurlyn Estates,,
24025305100,village,Pylesville,,
24025305100,hamlet,Prospect,,
24025305100,hamlet,Whispering Woods,,
24025305100,hamlet,Bay Ridge,,
24025305100,hamlet,Saint Anne,,
24025305100,hamlet,Graceton,,
24025305100,hamlet,Sherrill Gardens,,
24025305100,hamlet,Mill Green Acres,,
24025305100,hamlet,Belle Farm Heritage,,
24025305100,hamlet,Minefield,,
24025305100,hamlet,Street,,
24025305100,hamlet,Highland View,,
24025305100,hamlet,Whiteford,,
24025305100,hamlet,Cambria,,
24025305100,hamlet,Cherry Hill,,
24025305100,hamlet,Cardiff,,
24025305100,hamlet,Deer Park,,
24025302901,town,Aberdeen,,
24025303201,neighbourhood,Michaels Meadows,,
24025303201,hamlet,Scenic View,,
24025303201,hamlet,Rock Acres,,
24025303201,neighbourhood,Hickory Hills,,
24025303201,neighbourhood,Old Dixie Manor,,
24025303201,neighbourhood,Ridgeview,,
24025303201,neighbourhood,Village Manor,,
24025303201,hamlet,Pheasant Ridge,,
24025303201,neighbourhood,Martindale,,
24025303201,neighbourhood,Pinehurst,,
24025303201,village,Forest Hill,,
24025303201,neighbourhood,Hill-N-Dale,,
24025303201,hamlet,Shawnee,,
24025303201,hamlet,Chestnut Hill,,
24025303201,hamlet,Delano Acres,,
24025303201,quarter,Hickory,,
24025303201,hamlet,Stirrup Run,,
24025303201,hamlet,Seven Cedars,,
24025303201,neighbourhood,Voshelle,,
24025303201,hamlet,Ferncliff,,
24025304201,hamlet,Foxwood,,
24025304201,hamlet,Scarff,,
24025304201,hamlet,Madonna,,
24025304201,hamlet,Fox Meadows Purchase,,
24025304201,hamlet,Upper Crossroads,,
24025304201,hamlet,Harford Hunt Manor,,
24025304201,hamlet,Hunting Ridge,,
24025304201,hamlet,Fox Meadows,,
24025304201,hamlet,Rutledge,,
24025304201,hamlet,Pleasantville,,
24025304201,hamlet,Sutton Manor,,
24025304201,neighbourhood,Highview Estates,,
24025304201,neighbourhood,Beckley Estates,,
24025304201,hamlet,Kinhart Manor,,
24025304201,hamlet,Round Acres,,
24025304201,neighbourhood,Greendale Estates,,
24025304201,hamlet,Glen Elyn,,
24025304201,hamlet,Taylor,,
24025304201,neighbourhood,Perry Hall Estates,,
24025304201,neighbourhood,Cross Country Estates,,
24025304201,hamlet,Hazelwood,,
24025304201,hamlet,Orchard Lakes,,
24025304201,hamlet,Blackhorse,,
24025304201,hamlet,Huntington,,
24025304201,hamlet,Fox Meadows Woods,,
24025304201,neighbourhood,Eagle View,,
24025304201,hamlet,Franklins Chance,,
24025304201,hamlet,Woodsbrook,,
24025304201,hamlet,Haddon Hurst,,
24025304201,hamlet,Green Road Manor,,
24025304201,neighbourhood,Charles Manor,,
24025304201,hamlet,Hess,,
24025304201,neighbourhood,Bellvale,,
24025304201,hamlet,Bakersfield,,
