ZIP,INSAGNT1,BKCLASS,CNTRYNAB,ZIPBR,CHRTAGNT,MSABR,UNINUMBR,STNAME,SIMS_ESTABLISHED_DATE,YEAR,CHRTAGNN,BRSERTYP,STNUMBR,SIMS_DESCRIPTION,FDICDBS,DOCKET,CNTRYNA,NAMEHCR,UNIT,OCCDIST,DEPSUM,DEPDOM,ESCROW,CITY2BR,HCTMULT,INSURED,SIMS_PROJECTION,BRCENM,CHARTER,BKMO,CONSOLD,DIVISIONB,ADDRESS,CSABR,DEPSUMBR,RSSDHCR,CNTYNUMB,CERT,SIMS_LATITUDE,STALP,SPECGRP,CALL,DENOVO,FDICNAME,RSSDID,NAMEBR,METROBR,NECNAMB,CNTYNAMB,SPECDESC,OCCNAME,NECTABR,SIMS_ACQUIRED_DATE,MICROBR,ZIP_RAW,ZIPBR_RAW,BRNUM,CB,STALPBR,USA,STNAMEBR,FED,REGAGNT,FEDNAME,ASSET,INSBRTS,PLACENUM,ADDRESBR,SIMS_LONGITUDE,INSBRDD,CITYHCR,STCNTY,CSANAMBR,CITY,CLCODE,STCNTYBR,CBSA_DIV_NAMB,MSANAMB,NAMEFULL,CITYBR,STALPHCR,ID
23181,DIF,NM,United States,23181,STATE,40060,6639,Virginia,02/01/1927,2024,State Agency,11,51,100.0,5,12229,United States,C&F FINANCIAL CORPORATION,0,,2117630,2117630,,West Point,ONE,CB,EXACT,M,STATE,1,,0,415 14th Street,0,208850,2183493,101,10363,37.5376940088056,VA,4,CALL,0,Atlanta,928421,Citizens And Farmers Bank,1,,King William,COMMERCIAL LENDING,"",,"",0,23181,23181,0,0,VA,1,Virginia,5,FDIC,Richmond,2469328,,0,415 14th Street,-76.7989750284697,,TOANO,51101,"",West Point,21,51101,"","Richmond, VA",Citizens and Farmers Bank,West Point,VA,2024_10363_0
17038,DIF,NM,United States,17038,STATE,30140,6851,Pennsylvania,01/01/1873,2024,State Agency,11,42,100.0,2,11207,United States,JBT BANCORP INC,0,,750542,750542,,Jonestown,ONE,CB,EXACT,M,STATE,1,,0,2 W Market St,276,157976,5557983,75,10677,40.4133729824859,PA,4,CALL,0,New York,653611,"Jonestown Bank And Trust Company, Of Jonestown, Pennsylvania",1,,Lebanon,COMMERCIAL LENDING,"",,"",0,17038,17038,0,1,PA,1,Pennsylvania,3,FDIC,Philadelphia,917845,,0,2 W Market St,-76.4784419985853,,JONESTOWN,42075,"Harrisburg-York-Lebanon, PA",Jonestown,21,42075,"","Lebanon, PA","Jonestown Bank and Trust Company, of Jonestown, Pennsylvania",Jonestown,PA,2024_10677_0
17844,DIF,NM,United States,17844,STATE,0,6856,Pennsylvania,01/01/1872,2024,State Agency,11,42,100.0,2,9706,United States,"MIFFLINBURG BANCORP, INC.",0,,479663,479663,,Mifflinburg,ONE,CB,EXACT,M,STATE,1,,0,250 E Chestnut St,146,283391,1137042,119,10685,40.9241969654915,PA,4,CALL,0,New York,779016,Mifflinburg Bank And Trust Company,0,,Union,COMMERCIAL LENDING,"",,"",1,17844,17844,0,1,PA,1,Pennsylvania,3,FDIC,Philadelphia,565869,,0,250 E Chestnut St,-77.030500628534,,MIFFLINBURG,42119,"Bloomsburg-Berwick-Sunbury, PA",Mifflinburg,21,42119,"","",Mifflinburg Bank and Trust Company,Mifflinburg,PA,2024_10685_0
15501,DIF,NM,United States,15501,STATE,0,7096,Pennsylvania,01/01/1889,2024,State Agency,11,42,100.0,2,9306,United States,SOMERSET TRUST HOLDING COMPANY,0,,1869636,1869636,,Somerset,ONE,CB,EXACT,M,STATE,1,,0,151 W Main St,306,495116,2914857,111,11112,40.0081430003085,PA,4,CALL,0,New York,212522,Somerset Trust Company,0,,Somerset,COMMERCIAL LENDING,"",,"",1,15501,15501,0,1,PA,1,Pennsylvania,4,FDIC,Cleveland,2297347,,0,151 W Main St,-79.0802790406534,,SOMERSET,42111,"Johnstown-Somerset, PA",Somerset,21,42111,"","",Somerset Trust Company,Somerset,PA,2024_11112_0
16749,DIF,NM,United States,16749,STATE,0,7097,Pennsylvania,12/31/1863,2024,State Agency,11,42,100.0,2,12884,"","",0,,322010,322010,,Smethport,NONE,CB,EXACT,M,STATE,1,,0,333 W Main St,0,110594,0,83,11113,41.8093059918887,PA,5,CALL,0,New York,291611,Hamlin Bank And Trust Company,0,,Mckean,MORTGAGE LENDING,"",,"",1,16749,16749,0,1,PA,1,Pennsylvania,3,FDIC,Philadelphia,419830,,0,333 W Main St,-78.4451750286134,,"",42083,"",Smethport,21,42083,"","",Hamlin Bank and Trust Company,Smethport,"",2024_11113_0
15701,DIF,NM,United States,15701,STATE,0,7103,Pennsylvania,05/21/1902,2024,State Agency,11,42,100.0,2,10096,United States,"S&T BANCORP, INC.",0,,7713462,7713462,,Indiana,ONE,CB,EXACT,M,STATE,1,,0,800 Philadelphia St,430,1021397,1071397,63,11124,40.62262899737,PA,4,CALL,0,New York,936426,S&T Bank,0,,Indiana,COMMERCIAL LENDING,"",,"",1,15701,15701,0,0,PA,1,Pennsylvania,4,FDIC,Cleveland,9628986,,0,800 Philadelphia St,-79.155058022195,,INDIANA,42063,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Indiana,21,42063,"","",S&T Bank,Indiana,PA,2024_11124_0
22314,DIF,NM,United States,22314,STATE,47900,7397,Virginia,01/01/1852,2024,State Agency,11,51,100.0,5,0,United States,BURKE & HERBERT FINANCIAL SERVICES CORP.,0,,6663550,6663550,,Alexandria,ONE,CB,EXACT,M,STATE,1,,11694,100 S Fairfax St,548,913674,5756704,510,11578,38.80427099243,VA,4,CALL,0,Atlanta,933621,Burke & Herbert Bank & Trust Company,1,,Alexandria (City),COMMERCIAL LENDING,"",,"",0,22314,22314,0,0,VA,1,Virginia,5,FDIC,Richmond,7803852,,0,100 S Fairfax St,-77.042298995444,,ALEXANDRIA,51510,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Alexandria,21,51510,"Arlington-Alexandria-Reston, VA-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",Burke & Herbert Bank & Trust Company,Alexandria,VA,2024_11578_0
23830,DIF,NM,United States,23830,STATE,40060,7399,Virginia,08/10/1911,2024,State Agency,11,51,100.0,5,10229,United States,"BANK OF SOUTHSIDE VIRGINIA CORPORATION, THE",0,,534639,534639,,Carson,ONE,CB,EXACT,M,STATE,1,,0,17208 Halligan Park Rd,0,52646,1076105,53,11580,37.0356970080341,VA,8,CALL,0,Atlanta,610128,The Bank Of Southside Virginia,1,,Dinwiddie,ALL OTHER < $1 BILLION,"",,"",0,23830,23830,0,1,VA,1,Virginia,5,FDIC,Richmond,683186,,0,17208 Halligan Park Rd,-77.3954549792201,,CARSON,51053,"",Carson,21,51053,"","Richmond, VA",The Bank of Southside Virginia,Carson,VA,2024_11580_0
24277,DIF,NM,United States,24277,STATE,0,7400,Virginia,08/22/1932,2024,State Agency,11,51,100.0,5,13526,United States,"LEE BANKSHARES, INC.",0,,218440,218440,,Pennington Gap,ONE,CB,EXACT,M,STATE,1,,0,41371 W Morgan Ave,0,152698,5686799,105,11582,36.7554280007051,VA,4,CALL,0,Atlanta,661223,Lee Bank And Trust Company,0,,Lee,COMMERCIAL LENDING,"",,"",0,24277,24277,0,1,VA,1,Virginia,5,FDIC,Richmond,250459,,0,41371 W Morgan Ave,-83.0331780403076,,PENNINGTON GAP,51105,"",Pennington Gap,21,51105,"","",Lee Bank and Trust Company,Pennington Gap,VA,2024_11582_0
18512,DIF,NM,United States,18512,STATE,42540,7582,Pennsylvania,05/11/1903,2024,State Agency,11,42,100.0,2,11124,United States,"FIDELITY D&D BANCORP, INC.",0,,2170998,2170998,,Scranton,ONE,CB,StreetAddress,M,STATE,1,,0,101 N Blakely St,0,505205,2858773,69,11868,41.4219482966026,PA,4,CALL,0,New York,1007819,The Fidelity Deposit And Discount Bank,1,,Lackawanna,COMMERCIAL LENDING,"",,"",0,18512,18512,0,1,PA,1,Pennsylvania,3,FDIC,Philadelphia,2500656,,0,101 N Blakely St,-75.6304178278344,,DUNMORE,42069,"",Dunmore,21,42069,"","Scranton--Wilkes-Barre, PA",The Fidelity Deposit and Discount Bank,Dunmore,PA,2024_11868_0
25286,DIF,NM,United States,25286,STATE,0,7628,West Virginia,09/24/1908,2024,State Agency,11,54,100.0,5,13741,United States,"POCA VALLEY BANKSHARES, INC., THE",0,,530601,530601,,Walton,ONE,CB,StreetAddress,M,STATE,1,,0,7033 Charleston Rd,0,94132,2152734,87,11952,38.6389150989923,WV,4,CALL,0,Atlanta,851239,"The Poca Valley Bank, Inc.",0,,Roane,COMMERCIAL LENDING,"",,"",0,25286,25286,0,1,WV,1,West Virginia,5,FDIC,Richmond,575704,,0,7033 Charleston Rd,-81.4020637109457,,WALTON,54087,"",Walton,21,54087,"","","The Poca Valley Bank, Inc.",Walton,WV,2024_11952_0
26847,DIF,NM,United States,26847,STATE,0,7629,West Virginia,08/06/1902,2024,State Agency,11,54,100.0,5,12008,United States,"HIGHLANDS BANKSHARES, INC.",0,,291701,291701,,Petersburg,MULT,CB,EXACT,M,STATE,1,,0,3 N Main St,0,140234,1131750,23,11953,38.9930809889888,WV,4,CALL,0,Atlanta,718538,The Grant County Bank,0,,Grant,COMMERCIAL LENDING,"",,"",0,26847,26847,0,1,WV,1,West Virginia,5,FDIC,Richmond,345165,,0,3 N Main St,-79.124581003154,,PETERSBURG,54023,"",Petersburg,21,54023,"","",The Grant County Bank,Petersburg,WV,2024_11953_0
21620,DIF,NM,United States,21620,STATE,0,8157,Maryland,10/01/1910,2024,State Agency,11,24,100.0,2,14724,United States,"PEOPLES BANCORP, INC.",0,,269570,269570,,Chestertown,ONE,CB,EXACT,"M,E",STATE,1,,0,100 Spring Ave,0,81863,2531049,29,12885,39.2100020028697,MD,4,CALL,0,New York,750127,The Peoples Bank,0,,Kent,COMMERCIAL LENDING,"",,"",0,21620,21620,0,1,MD,1,Maryland,5,FDIC,Richmond,306009,,0,100 Spring Ave,-76.0674219653324,,CHESTERTOWN,24029,"",Chestertown,21,24029,"","",The Peoples Bank,Chestertown,MD,2024_12885_0
15736,DIF,NM,United States,15736,STATE,38300,8207,Pennsylvania,10/01/1919,2024,State Agency,11,42,99.5,2,11053,United States,"KEYSTRONG FINANCIAL, INC.",0,,306689,306689,,Elderton,ONE,CB,StreetAddress,M,STATE,1,,0,143 N Main St,430,210327,3631012,5,12985,40.6953353206577,PA,4,CALL,0,New York,282824,Elderton State Bank,1,,Armstrong,COMMERCIAL LENDING,"",,"",0,15736,15736,0,1,PA,1,Pennsylvania,4,FDIC,Cleveland,378061,,0,143 N Main St,-79.3425367120903,,ELDERTON,42005,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Elderton,21,42005,"","Pittsburgh, PA",Elderton State Bank,Elderton,PA,2024_12985_0
24605,DIF,SM,United States,24605,STATE,0,8220,Virginia,01/07/1920,2024,State Agency,11,51,100.0,5,10818,United States,"FIRST COMMUNITY BANKSHARES, INC.",0,,2711348,2711348,,Bluefield,ONE,CB,StreetAddress,M,STATE,1,,0,29 College Dr,0,32883,1478017,185,13012,37.2413587494176,VA,4,CALL,0,Atlanta,2353595,First Community Bank,0,,Tazewell,COMMERCIAL LENDING,"",,"",1,24605,24605,0,0,VA,1,Virginia,5,FED,Richmond,3222055,,0,29 College Dr,-81.2526030835643,,BLUEFIELD,51185,"",Bluefield,13,51185,"","",First Community Bank,Bluefield,VA,2024_13012_0
26292,DIF,NM,United States,26292,STATE,0,8225,West Virginia,06/10/1902,2024,State Agency,11,54,98.9,5,0,"","",0,,57043,57043,,Thomas,NONE,CB,StreetAddressExt,M,STATE,1,,0,16000 Appalachian Highway,0,36220,0,93,13018,39.1424186440554,WV,7,CALL,0,Atlanta,913436,Miners & Merchants Bank,0,,Tucker,OTHER < $1 BILLION,"",,"",0,26292,26292,0,1,WV,1,West Virginia,5,FDIC,Richmond,66312,,0,16000 Appalachian Highway,-79.4984052394341,,"",54093,"",Thomas,21,54093,"","",Miners & Merchants Bank,Thomas,"",2024_13018_0
26554,DIF,NM,United States,26554,STATE,0,8227,West Virginia,06/27/1932,2024,State Agency,11,54,83.9,5,10261,United States,"HERITAGE BANCSHARES, INC.",0,,339712,339712,,Fairmont,ONE,CB,Postal,"M,E",STATE,1,,0,1 Heritage Way,242,77680,2257116,49,13020,39.4825611000001,WV,4,CALL,0,Atlanta,170332,First Exchange Bank,0,,Marion,COMMERCIAL LENDING,"",,"",1,26554,26554,0,1,WV,1,West Virginia,5,FDIC,Richmond,387456,,0,1 Heritage Way,-80.1511278999999,,WHITE HALL,54049,"Fairmont-Clarksburg, WV",White Hall,21,54049,"","",First Exchange Bank,White Hall,WV,2024_13020_0
19522,DIF,SM,United States,19522,STATE,39740,8478,Pennsylvania,01/01/1934,2024,State Agency,11,42,100.0,2,10267,United States,FLEETWOOD BANK CORPORATION,0,,360880,360880,,Fleetwood,ONE,CB,EXACT,"M,E",STATE,1,,0,2 W Main St,428,128676,1138768,11,13561,40.4536059919994,PA,8,CALL,0,New York,551016,Fleetwood Bank,1,,Berks,ALL OTHER < $1 BILLION,"",,"",0,19522,19522,0,1,PA,1,Pennsylvania,3,FED,Philadelphia,388149,,0,2 W Main St,-75.8183409719813,,FLEETWOOD,42011,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Fleetwood,13,42011,"","Reading, PA",Fleetwood Bank,Fleetwood,PA,2024_13561_0
16830,DIF,NM,United States,16830,STATE,0,8676,Pennsylvania,01/27/1934,2024,State Agency,11,42,100.0,2,11178,United States,CNB FINANCIAL CORPORATION,0,,5212854,5212854,,Clearfield,ONE,CB,EXACT,M,STATE,1,,0,1 S 2nd St,524,1108625,1118340,33,13876,41.0218380070393,PA,4,CALL,0,New York,399517,Cnb Bank,0,,Clearfield,COMMERCIAL LENDING,"",,"",1,16830,16830,0,0,PA,1,Pennsylvania,3,FDIC,Philadelphia,5865071,,0,1 S 2nd St,-78.4383860223174,,CLEARFIELD,42033,"State College-DuBois, PA",Clearfield,21,42033,"","",CNB Bank,Clearfield,PA,2024_13876_0
17403,DIF,NM,United States,17403,STATE,49620,8677,Pennsylvania,01/25/1934,2024,State Agency,11,42,100.0,2,10161,United States,"CODORUS VALLEY BANCORP, INC.",0,,1955272,1955272,,York,ONE,CB,EXACT,M,STATE,1,,0,109 Leaders Heights Rd,276,243680,1142475,133,13879,39.91025699764,PA,4,CALL,0,New York,556815,"Peoplesbank, A Codorus Valley Company",1,,York,COMMERCIAL LENDING,"",,"",0,17403,17403,0,0,PA,1,Pennsylvania,3,FDIC,Philadelphia,2218961,,0,109 Leaders Heights Rd,-76.707000991659,,YORK,42133,"Harrisburg-York-Lebanon, PA",York,21,42133,"","York-Hanover, PA","PeoplesBank, a Codorus Valley Company",York,PA,2024_13879_0
21769,DIF,NM,United States,21769,STATE,47900,8761,Maryland,01/04/1908,2024,State Agency,11,24,100.0,2,0,United States,"COMMUNITY HERITAGE FINANCIAL, INC.",0,,931094,931094,,Middletown,ONE,CB,EXACT,M,STATE,1,,23224,803 E Main St,548,199910,5292707,21,14017,39.4382340179,MD,4,CALL,0,New York,41825,Middletown Valley Bank,1,,Frederick,COMMERCIAL LENDING,"",,"",0,21769,21769,0,1,MD,1,Maryland,5,FDIC,Richmond,1091076,,0,803 E Main St,-77.527111963149,,MIDDLETOWN,24021,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Middletown,21,24021,"Frederick-Gaithersburg-Bethesda, MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",Middletown Valley Bank,Middletown,MD,2024_14017_0
15650,DIF,NM,United States,15650,STATE,38300,8954,Pennsylvania,05/04/1934,2024,State Agency,11,42,100.0,2,12113,United States,COMMERCIAL NATIONAL FINANCIAL CORPORATION,0,,309173,309173,,Latrobe,ONE,CB,EXACT,"M,E",STATE,1,0,0,900 Ligonier St,430,56066,1823738,129,14333,40.3164200113697,PA,8,CALL,0,New York,945026,Commercial Bank And Trust Of Pa,1,,Westmoreland,ALL OTHER < $1 BILLION,"",,"",0,15650,15650,0,1,PA,1,Pennsylvania,4,FDIC,Cleveland,385062,,0,900 Ligonier St,-79.3842670318597,,LATROBE,42129,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Latrobe,21,42129,"","Pittsburgh, PA",Commercial Bank and Trust of PA,Latrobe,PA,2024_14333_0
17701,DIF,NM,United States,17701,STATE,48700,8973,Pennsylvania,05/12/1934,2024,State Agency,11,42,100.0,2,9686,United States,"PENNS WOODS BANCORP, INC.",0,,1105538,1105538,,Williamsport,MULT,CB,EXACT,M,STATE,1,,0,300 Market St,558,262966,1117688,81,14359,41.2416030006677,PA,4,CALL,0,New York,732918,Jersey Shore State Bank,1,,Lycoming,COMMERCIAL LENDING,"",,"",0,17701,17701,0,1,PA,1,Pennsylvania,3,FDIC,Philadelphia,1596951,,0,300 Market St,-77.0005960096608,,WILLIAMSPORT,42081,"Williamsport-Lock Haven, PA",Williamsport,21,42081,"","Williamsport, PA",Jersey Shore State Bank,Williamsport,PA,2024_14359_0
23959,DIF,SM,United States,23959,STATE,0,9054,Virginia,11/12/1912,2024,State Agency,11,51,100.0,5,14157,United States,"BCC BANKSHARES, INC.",0,,164986,164986,,Phenix,ONE,CB,EXACT,M,STATE,1,,0,101 Berkley Street,0,47891,2835680,37,14491,37.0799029977433,VA,8,CALL,0,Atlanta,667524,The Bank Of Charlotte County,0,,Charlotte,ALL OTHER < $1 BILLION,"",,"",0,23959,23959,0,1,VA,1,Virginia,5,FED,Richmond,194494,,0,101 Berkley Street,-78.7481179641318,,PHENIX,51037,"",Phenix,13,51037,"","",The Bank of Charlotte County,Phenix,VA,2024_14491_0
25411,DIF,NM,United States,25411,STATE,25180,9064,West Virginia,01/01/1917,2024,State Agency,11,54,100.0,5,0,United States,"CNB FINANCIAL SERVICES, INC.",0,,551379,551379,,Berkeley Springs,ONE,CB,EXACT,M,STATE,1,,0,101 S Washington St,548,230532,2909200,65,14507,39.6253950007378,WV,4,CALL,0,Atlanta,944627,"Cnb Bank, Inc.",1,,Morgan,COMMERCIAL LENDING,"",,"",0,25411,25411,0,1,WV,1,West Virginia,5,FDIC,Richmond,625279,,0,101 S Washington St,-78.2284090380317,,BERKELEY SPRINGS,54065,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Berkeley Springs,21,54065,"","Hagerstown-Martinsburg, MD-WV","CNB Bank, Inc.",Berkeley Springs,WV,2024_14507_0
20011,DIF,NM,United States,20011,STATE,47900,9180,District Of Columbia,08/18/1934,2024,State Agency,11,11,100.0,2,0,United States,IBW FINANCIAL CORPORATION,0,,628488,628488,,Washington,ONE,CB,EXACT,M,STATE,1,,47764,4812 Georgia Ave Nw,548,162415,2326179,1,14679,38.9493313100884,DC,4,CALL,0,New York,536527,Industrial Bank,1,,District Of Columbia,COMMERCIAL LENDING,"",,"",0,20011,20011,0,1,DC,1,District Of Columbia,5,FDIC,Richmond,739271,,0,4812 Georgia Ave Nw,-77.0274112266616,,WASHINGTON,11001,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Washington,21,11001,"Washington, DC-MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",Industrial Bank,Washington,DC,2024_14679_0
26187,DIF,NM,United States,26187,STATE,37620,9222,West Virginia,01/01/1919,2024,State Agency,11,54,100.0,5,14466,"","",0,,200733,200733,,Williamstown,NONE,CB,EXACT,M,STATE,1,,0,435 Highland Ave,425,115528,0,107,14744,39.4017999802724,WV,4,CALL,0,Atlanta,918132,"Williamstown Bank, Inc.",1,,Wood,COMMERCIAL LENDING,"",,"",0,26187,26187,0,1,WV,1,West Virginia,5,FDIC,Richmond,226620,,0,435 Highland Ave,-81.4480690385439,,"",54107,"Parkersburg-Marietta-Vienna, WV-OH",Williamstown,21,54107,"","Parkersburg-Vienna, WV","Williamstown Bank, Inc.",Williamstown,"",2024_14744_0
17011,DIF,NM,United States,17011,STATE,25420,9303,Pennsylvania,11/03/1934,2024,State Agency,11,42,100.0,2,12381,United States,"LINKBANCORP, INC.",0,,2462065,2462065,,Camp Hill,ONE,CB,EXACT,M,STATE,1,,0,3045 Market St,276,382797,5272361,41,14863,40.239535998665,PA,4,CALL,0,New York,557317,Linkbank,1,,Cumberland,COMMERCIAL LENDING,"",,"",0,17011,17011,0,0,PA,1,Pennsylvania,3,FDIC,Philadelphia,2857240,,0,3045 Market St,-76.933237024086,,CAMP HILL,42041,"Harrisburg-York-Lebanon, PA",Camp Hill,21,42041,"","Harrisburg-Carlisle, PA",LINKBANK,Camp Hill,PA,2024_14863_0
17004,DIF,NM,United States,17004,STATE,0,9377,Pennsylvania,01/01/1927,2024,State Agency,11,42,100.0,2,11077,United States,"KISH BANCORP, INC.",0,1,1272741,1272741,,Belleville,ONE,CB,EXACT,M,STATE,1,,0,4255 E Main St,0,113497,1141889,87,14969,40.608688006461,PA,4,CALL,0,New York,600419,Kish Bank,0,,Mifflin,COMMERCIAL LENDING,Northeastern,,"",1,17004,17004,0,1,PA,1,Pennsylvania,3,FDIC,Philadelphia,1611208,,0,4255 E Main St,-77.7164859779722,,BELLEVILLE,42087,"",Belleville,21,42087,"","",Kish Bank,Belleville,PA,2024_14969_0
25526,DIF,SM,United States,25526,STATE,26580,9595,West Virginia,10/11/1901,2024,State Agency,11,54,100.0,5,0,United States,"PUTNAM BANCSHARES, INC.",0,,540182,540182,,Hurricane,ONE,CB,EXACT,"M,E",STATE,1,,0,2761 Main St,170,262175,1139804,79,15243,38.4315259980185,WV,4,CALL,0,Atlanta,417626,Putnam County Bank,1,,Putnam,COMMERCIAL LENDING,"",,"",0,25526,25526,0,1,WV,1,West Virginia,5,FED,Richmond,627250,,0,2761 Main St,-82.0235799821204,,HURRICANE,54079,"Charleston-Huntington-Ashland, WV-OH-KY",Hurricane,13,54079,"","Huntington-Ashland, WV-KY-OH",Putnam County Bank,Hurricane,WV,2024_15243_0
26250,DIF,NM,United States,26250,STATE,0,9940,West Virginia,05/10/1939,2024,State Agency,11,54,100.0,5,0,United States,"FREEDOM BANCSHARES, INC.",0,,188149,188149,,Belington,ONE,CB,StreetAddress,M,STATE,1,,0,20 N Crim Ave,0,69426,1250053,1,15664,39.0254361025856,WV,8,CALL,0,Atlanta,629522,"Freedom Bank, Inc.",0,,Barbour,ALL OTHER < $1 BILLION,"",,"",0,26250,26250,0,1,WV,1,West Virginia,5,FDIC,Richmond,213225,,0,20 N Crim Ave,-79.9354013122281,,BELINGTON,54001,"",Belington,21,54001,"","","Freedom Bank, Inc.",Belington,WV,2024_15664_0
25209,DIF,NM,United States,25209,STATE,16620,10619,West Virginia,07/08/1946,2024,State Agency,11,54,100.0,5,0,United States,"BIG COAL RIVER BANCORP, INC.",0,,122431,122431,,Whitesville,ONE,CB,EXACT,"M,E",STATE,1,,0,38609 Coal River Rd,170,34370,1135842,5,16453,37.9780830154093,WV,8,CALL,0,Atlanta,732637,Whitesville State Bank,1,,Boone,ALL OTHER < $1 BILLION,"",,"",0,25209,25209,0,1,WV,1,West Virginia,5,FDIC,Richmond,131465,,0,38609 Coal River Rd,-81.5328120074853,,WHITESVILLE,54005,"Charleston-Huntington-Ashland, WV-OH-KY",Whitesville,21,54005,"","Charleston, WV",Whitesville State Bank,Whitesville,WV,2024_16453_0
26149,DIF,NM,United States,26149,STATE,0,10761,West Virginia,07/05/1947,2024,State Agency,11,54,100.0,5,12220,United States,"HOMETOWN BANCSHARES, INC.",0,,334405,334405,,Middlebourne,ONE,CB,EXACT,M,STATE,1,,0,103 Dodd St,0,121146,2687580,95,16620,39.4927650035791,WV,8,CALL,0,Atlanta,667029,"Union Bank, Inc.",0,,Tyler,ALL OTHER < $1 BILLION,"",,"",0,26149,26149,0,1,WV,1,West Virginia,4,FDIC,Cleveland,363825,,0,103 Dodd St,-80.9042469695696,,MIDDLEBOURNE,54095,"",Middlebourne,21,54095,"","","Union Bank, Inc.",Middlebourne,WV,2024_16620_0
21061,DIF,NM,United States,21061,STATE,12580,10924,Maryland,08/17/1949,2024,State Agency,11,24,100.0,2,11940,United States,GLEN BURNIE BANCORP,0,,305904,305904,,Glen Burnie,ONE,CB,EXACT,M,STATE,1,,0,101 Crain Hwy S,548,74054,2001328,3,16820,39.1626240076323,MD,8,CALL,0,New York,628123,The Bank Of Glen Burnie,1,,Anne Arundel,ALL OTHER < $1 BILLION,"",,"",0,21061,21061,0,1,MD,1,Maryland,5,FDIC,Richmond,355705,,0,101 Crain Hwy S,-76.6259230098808,,GLEN BURNIE,24003,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Glen Burnie,21,24003,"","Baltimore-Columbia-Towson, MD",The Bank of Glen Burnie,Glen Burnie,MD,2024_16820_0
17243,DIF,NM,United States,17243,STATE,0,11051,Pennsylvania,01/11/1951,2024,State Agency,11,42,100.0,2,14414,United States,"ORBISONIA COMMUNITY BANCORP, INC.",0,,402123,402123,,Orbisonia,ONE,CB,EXACT,M,STATE,1,,0,478 Ridgley St,107,78791,1248854,61,16976,40.2429390094443,PA,5,CALL,0,New York,121914,Community State Bank Of Orbisonia,0,,Huntingdon,MORTGAGE LENDING,"",,"",1,17243,17243,0,1,PA,1,Pennsylvania,3,FDIC,Philadelphia,464018,,0,478 Ridgley St,-77.8938359850523,,ORBISONIA,42061,"Altoona-Huntingdon, PA",Orbisonia,21,42061,"","",Community State Bank of Orbisonia,Orbisonia,PA,2024_16976_0
19808,DIF,SB,United States,19808,STATE,37980,11166,Delaware,02/28/1861,2024,State Agency,11,10,100.0,2,13184,"","",0,,613593,613593,,Wilmington,NONE,SA,EXACT,"M,N",STATE,1,,48864,2961 Centerville Rd,428,0,0,3,17123,39.7614519809193,DE,4,CALL,0,New York,73116,Artisans' Bank,1,,New Castle,COMMERCIAL LENDING,"",,"",0,19808,19808,0,1,DE,1,Delaware,3,FDIC,Philadelphia,685298,,0,2961 Centerville Rd,-75.6258799860374,,"",10003,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Wilmington,42,10003,"Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Artisans' Bank,Wilmington,"",2024_17123_0
25304,DIF,N,United States,25304,OCC,16620,11692,West Virginia,04/01/1957,2024,Comptroller of the Currency,11,54,100.0,5,11051,United States,CITY HOLDING COMPANY,0,5,5096095,5096095,,Charleston,ONE,CB,EXACT,M,FED,1,,0,3601 Maccorkle Ave Se,170,251363,1076262,39,17735,38.3277929892427,WV,4,CALL,0,Atlanta,1011526,City National Bank Of West Virginia,1,,Kanawha,COMMERCIAL LENDING,Southern,,"",0,25304,25304,0,0,WV,1,West Virginia,5,OCC,Richmond,6320264,,0,3601 Maccorkle Ave Se,-81.596327974273,,CHARLESTON,54039,"Charleston-Huntington-Ashland, WV-OH-KY",Charleston,3,54039,"","Charleston, WV",City National Bank of West Virginia,Charleston,WV,2024_17735_0
19801,DIF,SB,United States,19801,OCC,37980,11782,Delaware,02/18/1832,2024,Comptroller of the Currency,11,10,100.0,2,7938,United States,WSFS FINANCIAL CORPORATION,0,7,16651602,16651602,,Wilmington,ONE,SA,EXACT,M,FED,1,,48864,500 Delaware Ave,428,2156675,3844269,3,17838,39.747864999691,DE,4,CALL,0,New York,437914,"Wilmington Savings Fund Society, Fsb",1,,New Castle,COMMERCIAL LENDING,Midsize,,"",0,19801,19801,0,0,DE,1,Delaware,3,OCC,Philadelphia,20647772,,0,500 Delaware Ave,-75.552011027724,,WILMINGTON,10003,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Wilmington,33,10003,"Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Wilmington Savings Fund Society, FSB",Wilmington,DE,2024_17838_0
